<ngay>,<sl>,<gia>
20110331,100,23527.51953125
20110401,200,23801.900390625
20110402,200,23801.900390625
20110403,200,23801.900390625
20110404,300,24150.580078125
20110405,300,24150.580078125
20110406,400,24285.05078125
20110407,500,24281.80078125
20110408,600,24396.0703125
20110409,600,24396.0703125
20110410,600,24396.0703125
20110411,700,24303.0703125
20110412,650,23976.369140625
20110413,600,24135.029296875
20110414,700,24014.0
20110415,650,24008.0703125
20110416,650,24008.0703125
20110417,650,24008.0703125
20110418,600,23830.310546875
20110419,550,23520.619140625
20110420,100,23896.099609375
20110421,200,24138.310546875
20110422,200,24138.310546875
20110423,200,24138.310546875
20110424,200,24138.310546875
20110425,200,24138.310546875
20110426,300,24007.380859375
20110427,250,23892.83984375
20110428,200,23805.630859375
20110429,150,23720.810546875
20110430,150,23720.810546875
20110501,150,23720.810546875
20110502,150,23720.810546875
20110503,150,23633.25
20110504,150,23315.240234375
20110505,150,23261.609375
20110506,150,23159.140625
20110507,150,23159.140625
20110508,150,23159.140625
20110509,200,23336.0
