<ngay>,<sl>,<gia>
20110331,100,2781.070068359375
20110401,200,2789.60009765625
20110402,200,2789.60009765625
20110403,200,2789.60009765625
20110404,300,2789.18994140625
20110405,400,2791.18994140625
20110406,500,2799.820068359375
20110407,600,2796.139892578125
20110408,550,2780.419921875
20110409,550,2780.419921875
20110410,550,2780.419921875
20110411,500,2771.510009765625
20110412,450,2744.7900390625
20110413,400,2761.52001953125
20110414,500,2760.219970703125
20110415,600,2764.64990234375
20110416,600,2764.64990234375
20110417,600,2764.64990234375
20110418,600,2735.3798828125
20110419,600,2744.969970703125
20110420,100,2802.510009765625
20110421,200,2820.159912109375
20110422,200,2820.159912109375
20110423,200,2820.159912109375
20110424,200,2820.159912109375
20110425,300,2825.8798828125
20110426,400,2847.5400390625
20110427,500,2869.8798828125
20110428,600,2872.530029296875
20110429,700,2873.5400390625
20110430,700,2873.5400390625
20110501,700,2873.5400390625
20110502,650,2864.080078125
20110503,600,2841.6201171875
20110504,550,2828.22998046875
20110505,500,2814.719970703125
20110506,450,2827.56005859375
20110507,450,2827.56005859375
20110508,450,2827.56005859375
20110509,550,2843.25
