<ngay>,<sl>,<gia>
20110130,0,7.260000228881836
20110131,0,7.260000228881836
20110201,0,7.260000228881836
20110202,0,7.260000228881836
20110203,0,7.260000228881836
20110204,0,7.260000228881836
20110205,0,7.260000228881836
20110206,0,7.260000228881836
20110207,0,7.260000228881836
20110208,0,7.179999828338623
20110209,0,6.880000114440918
20110210,0,7.110000133514404
20110211,0,6.960000038146973
20110212,0,6.960000038146973
20110213,0,6.960000038146973
20110214,0,6.659999847412109
20110215,0,6.880000114440918
20110216,0,6.659999847412109
20110217,0,6.590000152587891
20110218,0,6.659999847412109
