<ngay>,<sl>,<gia>
20110331,100,8404.98046875
20110401,200,8469.33984375
20110402,200,8469.33984375
20110403,200,8469.33984375
20110404,300,8482.41015625
20110405,400,8488.3896484375
20110406,500,8508.23046875
20110407,600,8489.330078125
20110408,550,8483.9404296875
20110409,550,8483.9404296875
20110410,550,8483.9404296875
20110411,500,8445.76953125
20110412,450,8360.4599609375
20110413,400,8367.3095703125
20110414,500,8374.16015625
20110415,600,8400.3095703125
20110416,600,8400.3095703125
20110417,600,8400.3095703125
20110418,600,8277.1103515625
20110419,550,8332.0302734375
20110420,100,8457.650390625
20110421,200,8504.3603515625
20110422,200,8504.3603515625
20110423,200,8504.3603515625
20110424,200,8504.3603515625
20110425,300,8485.25
20110426,400,8554.990234375
20110427,500,8609.2802734375
20110428,600,8639.73046875
20110429,700,8671.41015625
20110430,700,8671.41015625
20110501,700,8671.41015625
20110502,800,8649.6103515625
20110503,750,8584.6796875
20110504,700,8506.6103515625
20110505,700,8397.400390625
20110506,700,8425.900390625
20110507,700,8425.900390625
20110508,700,8425.900390625
20110509,800,8478.1904296875
