<ngay>,<sl>,<gia>
20110130,0,5.800000190734863
20110131,0,5.800000190734863
20110201,0,5.800000190734863
20110202,0,5.800000190734863
20110203,0,5.800000190734863
20110204,0,5.800000190734863
20110205,0,5.800000190734863
20110206,0,5.800000190734863
20110207,0,5.800000190734863
20110208,0,5.699999809265137
20110209,0,5.800000190734863
20110210,100,5.900000095367432
20110211,200,6.0
20110212,200,6.0
20110213,200,6.0
20110214,300,6.0
20110215,300,6.0
20110216,250,5.900000095367432
20110217,200,5.800000190734863
20110218,150,5.800000190734863
20110510,0,5.199999809265137
20110511,0,5.400000095367432
20110512,50,5.5
20110513,0,5.300000190734863
20110514,0,5.300000190734863
20110515,0,5.300000190734863
20110516,0,5.300000190734863
20110517,0,5.099999904632568
20110518,0,5.0
20110519,0,5.0
20110520,0,5.0
20110521,0,5.0
20110522,0,5.0
20110523,0,4.800000190734863
20110524,0,4.699999809265137
20110525,0,4.5
20110526,0,4.400000095367432
20110527,0,4.599999904632568
20110528,0,4.599999904632568
20110529,0,4.599999904632568
