<ngay>,<sl>,<gia>
20101221,0,25.600000381469727
20101222,0,25.600000381469727
20101223,0,24.899999618530273
20101224,0,24.899999618530273
20101225,0,24.899999618530273
20101226,0,24.899999618530273
20101227,0,24.899999618530273
20101228,0,25.5
20101229,0,25.200000762939453
20101230,0,25.100000381469727
20101231,0,26.100000381469727
20110101,0,26.100000381469727
20110102,0,26.100000381469727
20110103,0,26.100000381469727
20110104,0,25.200000762939453
20110105,0,24.700000762939453
20110106,0,25.0
20110107,0,24.600000381469727
20110108,0,24.600000381469727
20110109,0,24.600000381469727
20110110,0,24.200000762939453
20110111,0,23.600000381469727
20110112,0,23.799999237060547
20110113,0,24.0
20110114,0,24.0
20110115,0,24.0
20110116,0,24.0
20110117,0,24.100000381469727
20110118,0,23.799999237060547
20110119,0,23.700000762939453
20110120,0,23.899999618530273
20110121,0,24.899999618530273
20110122,0,24.899999618530273
20110123,0,24.899999618530273
20110124,0,24.600000381469727
20110125,0,24.200000762939453
20110126,0,24.5
20110127,0,24.5
20110128,0,24.299999237060547
20110129,0,24.299999237060547
20110219,0,23.600000381469727
20110220,0,23.600000381469727
20110221,0,22.0
20110222,0,22.299999237060547
20110223,0,22.399999618530273
20110224,0,22.299999237060547
20110225,0,22.5
20110226,0,22.5
20110227,0,22.5
20110228,0,22.399999618530273
20110301,0,22.399999618530273
20110302,0,21.700000762939453
20110303,0,22.0
20110304,0,22.600000381469727
20110305,0,22.600000381469727
20110306,0,22.600000381469727
20110307,0,22.299999237060547
20110308,0,22.5
20110309,0,22.5
20110310,0,22.899999618530273
20110530,0,20.399999618530273
20110531,0,20.600000381469727
20110601,0,20.899999618530273
20110602,0,21.299999237060547
20110603,0,20.799999237060547
20110604,0,20.799999237060547
20110605,0,20.799999237060547
20110606,0,20.600000381469727
20110607,0,21.0
20110608,0,20.700000762939453
20110609,0,20.700000762939453
20110610,0,20.799999237060547
20110611,0,20.799999237060547
20110612,0,20.799999237060547
20110613,0,20.799999237060547
20110614,0,20.799999237060547
20110615,0,20.700000762939453
20110616,0,20.899999618530273
20110617,0,20.899999618530273
20110618,0,20.899999618530273
