<ngay>,<sl>,<gia>
20101221,100,1254.5999755859375
20101222,200,1258.8399658203125
20101223,300,1256.77001953125
20101224,300,1256.77001953125
20101225,300,1256.77001953125
20101226,300,1256.77001953125
20101227,250,1257.5400390625
20101228,350,1258.510009765625
20101229,450,1259.780029296875
20101230,400,1257.8800048828125
20101231,350,1257.6400146484375
20110101,350,1257.6400146484375
20110102,350,1257.6400146484375
20110103,450,1271.8699951171875
20110104,550,1270.199951171875
20110105,650,1276.56005859375
20110106,750,1273.8499755859375
20110107,700,1271.5
20110108,700,1271.5
20110109,700,1271.5
20110110,0,1269.75
20110111,100,1274.47998046875
20110112,200,1285.9599609375
20110113,300,1283.760009765625
20110114,400,1293.239990234375
20110115,400,1293.239990234375
20110116,400,1293.239990234375
20110117,400,1293.239990234375
20110118,500,1295.02001953125
20110119,450,1281.9200439453125
20110120,400,1280.260009765625
20110121,500,1283.3499755859375
20110122,500,1283.3499755859375
20110123,500,1283.3499755859375
20110124,600,1290.8399658203125
20110125,700,1291.1800537109375
20110126,800,1296.6300048828125
20110127,900,1299.5400390625
20110128,850,1276.3399658203125
20110129,850,1276.3399658203125
