<ngay>,<sl>,<gia>
20110130,0,11.350000381469727
20110131,0,11.350000381469727
20110201,0,11.350000381469727
20110202,0,11.350000381469727
20110203,0,11.350000381469727
20110204,0,11.350000381469727
20110205,0,11.350000381469727
20110206,0,11.350000381469727
20110207,0,11.350000381469727
20110208,0,11.350000381469727
20110209,0,11.4399995803833
20110210,0,11.25
20110211,0,11.350000381469727
20110212,0,11.350000381469727
20110213,0,11.350000381469727
20110214,0,11.15999984741211
20110215,0,11.15999984741211
20110216,0,11.619999885559082
20110217,100,12.15999984741211
20110218,200,12.25
