<ngay>,<sl>,<gia>
20110311,100,21.43000030517578
20110312,100,21.43000030517578
20110313,100,21.43000030517578
20110314,100,20.420000076293945
20110315,100,20.049999237060547
20110316,100,19.59000015258789
20110317,150,20.139999389648438
20110318,200,19.780000686645508
20110319,200,19.780000686645508
20110320,200,19.780000686645508
20110321,200,20.139999389648438
20110322,200,19.59000015258789
20110323,200,20.049999237060547
20110324,200,19.31999969482422
20110325,200,18.950000762939453
20110326,200,18.950000762939453
20110327,200,18.950000762939453
20110328,200,19.040000915527344
20110329,100,18.670000076293945
20110330,0,18.860000610351562
20110530,0,18.950000762939453
20110531,0,19.219999313354492
20110601,100,20.139999389648438
20110602,200,21.059999465942383
20110603,150,20.049999237060547
20110604,150,20.049999237060547
20110605,150,20.049999237060547
20110606,100,19.8700008392334
20110607,200,20.790000915527344
20110608,300,20.790000915527344
20110609,400,20.8799991607666
20110610,350,20.239999771118164
20110611,350,20.239999771118164
20110612,350,20.239999771118164
20110613,350,19.5
20110614,300,19.959999084472656
20110615,300,19.1299991607666
20110616,300,19.68000030517578
20110617,200,18.760000228881836
20110618,200,18.760000228881836
