<ngay>,<sl>,<gia>
20110331,100,12319.73046875
20110401,200,12376.7197265625
20110402,200,12376.7197265625
20110403,200,12376.7197265625
20110404,300,12400.0302734375
20110405,400,12393.900390625
20110406,500,12426.75
20110407,600,12409.490234375
20110408,550,12380.0498046875
20110409,550,12380.0498046875
20110410,550,12380.0498046875
20110411,500,12381.1103515625
20110412,450,12263.580078125
20110413,400,12270.990234375
20110414,500,12285.150390625
20110415,600,12341.830078125
20110416,600,12341.830078125
20110417,600,12341.830078125
20110418,550,12201.58984375
20110419,500,12266.75
20110420,100,12453.5400390625
20110421,200,12505.990234375
20110422,200,12505.990234375
20110423,200,12505.990234375
20110424,200,12505.990234375
20110425,300,12479.8798828125
20110426,400,12595.3701171875
20110427,500,12690.9599609375
20110428,600,12763.3095703125
20110429,700,12810.5400390625
20110430,700,12810.5400390625
20110501,700,12810.5400390625
20110502,800,12807.3603515625
20110503,750,12807.509765625
20110504,700,12723.580078125
20110505,650,12584.169921875
20110506,600,12638.740234375
20110507,600,12638.740234375
20110508,600,12638.740234375
20110509,700,12684.6796875
