<ngay>,<sl>,<gia>
20110331,0,6357.5
20110401,100,6439.89990234375
20110402,100,6439.89990234375
20110403,100,6439.89990234375
20110404,200,6414.60009765625
20110405,150,6430.2998046875
20110406,250,6443.10009765625
20110407,350,6465.60009765625
20110408,450,6457.89990234375
20110409,450,6457.89990234375
20110410,450,6457.89990234375
20110411,400,6440.10009765625
20110412,300,6351.60009765625
20110413,200,6364.2998046875
20110414,200,6357.0
20110415,300,6400.2998046875
20110416,300,6400.2998046875
20110417,300,6400.2998046875
20110418,200,6245.0
20110419,100,6326.60009765625
20110420,100,6444.7998046875
20110421,200,6457.2001953125
20110422,200,6457.2001953125
20110423,200,6457.2001953125
20110424,200,6457.2001953125
20110425,200,6457.2001953125
20110426,300,6476.60009765625
20110427,400,6472.39990234375
20110428,500,6516.2001953125
20110429,600,6539.7001953125
20110430,600,6539.7001953125
20110501,600,6539.7001953125
20110502,700,6544.7001953125
20110503,650,6510.60009765625
20110504,600,6470.39990234375
20110505,550,6450.0
20110506,650,6526.5
20110507,650,6526.5
20110508,650,6526.5
20110509,750,6476.89990234375
