<ngay>,<sl>,<gia>
20110311,100,19.040000915527344
20110312,100,19.040000915527344
20110313,100,19.040000915527344
20110314,0,18.559999465942383
20110315,0,18.559999465942383
20110316,0,18.559999465942383
20110317,0,18.559999465942383
20110318,0,18.559999465942383
20110319,0,18.559999465942383
20110320,0,18.559999465942383
20110321,0,18.559999465942383
20110322,0,18.399999618530273
20110323,0,18.399999618530273
20110324,50,18.559999465942383
20110325,100,18.559999465942383
20110326,100,18.559999465942383
20110327,100,18.559999465942383
20110328,200,18.8799991607666
20110329,300,18.719999313354492
20110330,300,18.8799991607666
20110510,0,20.010000228881836
20110511,0,20.170000076293945
20110512,100,20.170000076293945
20110513,100,20.170000076293945
20110514,100,20.170000076293945
20110515,100,20.170000076293945
20110516,100,20.170000076293945
20110517,200,20.329999923706055
20110518,300,20.329999923706055
20110519,250,20.170000076293945
20110520,200,20.170000076293945
20110521,200,20.170000076293945
20110522,200,20.170000076293945
20110523,200,19.200000762939453
20110524,100,18.399999618530273
20110525,0,17.59000015258789
20110526,0,17.75
20110527,0,18.229999542236328
20110528,0,18.229999542236328
20110529,0,18.229999542236328
20110530,0,18.399999618530273
20110531,0,18.229999542236328
20110601,0,18.559999465942383
20110602,0,18.559999465942383
20110603,0,18.559999465942383
20110604,0,18.559999465942383
20110605,0,18.559999465942383
20110606,0,18.229999542236328
20110607,0,18.399999618530273
20110608,0,18.229999542236328
20110609,0,18.229999542236328
20110610,50,18.8799991607666
20110611,50,18.8799991607666
20110612,50,18.8799991607666
20110613,150,19.200000762939453
20110614,250,19.040000915527344
20110615,250,19.200000762939453
20110616,350,19.360000610351562
20110617,450,19.360000610351562
20110618,450,19.360000610351562
