<ngay>,<sl>,<gia>
20110311,0,14.899999618530273
20110312,0,14.899999618530273
20110313,0,14.899999618530273
20110314,0,14.680000305175781
20110315,0,14.59000015258789
20110316,0,14.5600004196167
20110317,0,14.529999732971191
20110318,0,13.970000267028809
20110319,0,13.970000267028809
20110320,0,13.970000267028809
20110321,0,14.0
20110322,0,13.319999694824219
20110323,0,13.350000381469727
20110324,0,13.4399995803833
20110325,0,13.350000381469727
20110326,0,13.350000381469727
20110327,0,13.350000381469727
20110328,0,13.319999694824219
20110329,0,13.350000381469727
20110330,0,13.380000114440918
20110510,0,12.100000381469727
20110511,0,12.199999809265137
20110512,0,12.170000076293945
20110513,0,12.100000381469727
20110514,0,12.100000381469727
20110515,0,12.100000381469727
20110516,0,11.789999961853027
20110517,0,11.789999961853027
20110518,0,11.479999542236328
20110519,0,11.359999656677246
20110520,0,11.170000076293945
20110521,0,11.170000076293945
20110522,0,11.170000076293945
20110523,0,10.930000305175781
20110524,0,10.930000305175781
20110525,0,10.859999656677246
20110526,0,11.170000076293945
20110527,0,11.479999542236328
20110528,0,11.479999542236328
20110529,0,11.479999542236328
