<ngay>,<sl>,<gia>
20110331,100,8683.2998046875
20110401,200,8705.1298828125
20110402,200,8705.1298828125
20110403,200,8705.1298828125
20110404,200,8705.1298828125
20110405,200,8705.1298828125
20110406,300,8851.98046875
20110407,400,8901.7197265625
20110408,500,8894.5400390625
20110409,500,8894.5400390625
20110410,500,8894.5400390625
20110411,450,8880.26953125
20110412,400,8732.58984375
20110413,350,8780.2001953125
20110414,450,8802.73046875
20110415,400,8718.1201171875
20110416,400,8718.1201171875
20110417,400,8718.1201171875
20110418,350,8714.48046875
20110419,350,8638.5498046875
20110420,100,8813.2802734375
20110421,200,8957.650390625
20110422,300,8969.4296875
20110423,300,8969.4296875
20110424,300,8969.4296875
20110425,250,8950.75
20110426,200,8948.1396484375
20110427,300,9049.25
20110428,400,9040.76953125
20110429,350,9007.8701171875
20110430,350,9007.8701171875
20110501,350,9007.8701171875
20110502,350,9007.8701171875
20110503,300,8946.080078125
20110504,250,8947.349609375
20110505,350,9018.6103515625
20110506,450,8977.23046875
20110507,450,8977.23046875
20110508,450,8977.23046875
20110509,550,9035.48046875
