<ngay>,<sl>,<gia>
20110331,100,19445.220703125
20110401,200,19420.390625
20110402,200,19420.390625
20110403,200,19420.390625
20110404,300,19701.73046875
20110405,400,19686.8203125
20110406,350,19612.19921875
20110407,300,19591.1796875
20110408,250,19451.44921875
20110409,250,19451.44921875
20110410,250,19451.44921875
20110411,200,19262.5390625
20110412,200,19262.5390625
20110413,300,19696.859375
20110414,300,19696.859375
20110415,400,19386.8203125
20110416,400,19386.8203125
20110417,400,19386.8203125
20110418,350,19091.169921875
20110419,300,19121.830078125
20110420,100,19470.98046875
20110421,200,19602.23046875
20110422,200,19602.23046875
20110423,200,19602.23046875
20110424,200,19602.23046875
20110425,300,19584.310546875
20110426,250,19545.349609375
20110427,200,19448.689453125
20110428,150,19292.01953125
20110429,150,19135.9609375
20110430,150,19135.9609375
20110501,150,19135.9609375
20110502,50,18998.01953125
20110503,0,18534.689453125
20110504,0,18469.359375
20110505,0,18210.580078125
20110506,0,18518.810546875
20110507,0,18518.810546875
20110508,0,18518.810546875
20110509,0,18528.9609375
