<ngay>,<sl>,<gia>
501,0,11.399999618530273
502,100,11.600000381469727
503,200,11.729999542236328
504,300,11.869999885559082
505,400,11.930000305175781
506,500,12.0
507,600,13.0600004196167
508,700,12.270000457763672
509,650,12.529999732971191
510,750,12.859999656677246
511,700,12.460000038146973
512,650,12.460000038146973
513,650,12.460000038146973
514,750,13.130000114440918
515,850,13.0600004196167
516,950,13.260000228881836
517,1050,13.390000343322754
518,1150,13.390000343322754
519,1100,13.329999923706055
520,1050,13.260000228881836
