<ngay>,<sl>,<gia>
20101023,0,18.229999542236328
20101024,0,18.229999542236328
20101025,0,18.229999542236328
20101026,0,18.559999465942383
20101027,0,18.559999465942383
20101028,0,18.559999465942383
20101029,0,18.559999465942383
20101030,0,18.559999465942383
20101031,0,18.559999465942383
20101101,0,18.559999465942383
20101102,0,18.559999465942383
20101103,0,18.399999618530273
20101104,0,18.399999618530273
20101105,0,18.399999618530273
20101106,0,18.399999618530273
20101107,0,18.399999618530273
20101108,0,18.399999618530273
20101109,0,18.399999618530273
20101110,0,18.229999542236328
20101111,0,18.229999542236328
