<ngay>,<sl>,<gia>
20110510,0,18512.76953125
20110511,0,18584.9609375
20110512,0,18335.7890625
20110513,0,18531.279296875
20110514,0,18531.279296875
20110515,0,18531.279296875
20110516,0,18345.029296875
20110517,0,18137.349609375
20110518,0,18086.19921875
20110519,0,18141.400390625
20110520,0,18326.08984375
20110521,0,18326.08984375
20110522,0,18326.08984375
20110523,0,17993.330078125
20110524,0,18011.970703125
20110525,0,17847.240234375
20110526,0,18044.640625
20110527,0,18266.099609375
20110528,0,18266.099609375
20110529,0,18266.099609375
