<ngay>,<sl>,<gia>
20110510,0,24.0
20110511,0,24.0
20110512,0,24.100000381469727
20110513,0,24.0
20110514,0,24.0
20110515,0,24.0
20110516,0,23.600000381469727
20110517,0,22.700000762939453
20110518,0,22.5
20110519,0,21.399999618530273
20110520,0,20.399999618530273
20110521,0,20.399999618530273
20110522,0,20.399999618530273
20110523,0,19.399999618530273
20110524,0,18.5
20110525,0,17.600000381469727
20110526,0,17.600000381469727
20110527,0,17.700000762939453
20110528,0,17.700000762939453
20110529,0,17.700000762939453
