<ngay>,<sl>,<gia>
20110510,0,9.539999961853027
20110511,0,9.539999961853027
20110512,0,9.4399995803833
20110513,0,9.4399995803833
20110514,0,9.4399995803833
20110515,0,9.4399995803833
20110516,0,8.770000457763672
20110517,0,8.859999656677246
20110518,0,8.380000114440918
20110519,0,8.569999694824219
20110520,0,8.0
20110521,0,8.0
20110522,0,8.0
20110523,0,7.710000038146973
20110524,0,7.320000171661377
20110525,0,7.03000020980835
20110526,0,6.650000095367432
20110527,0,6.650000095367432
20110528,0,6.650000095367432
20110529,0,6.650000095367432
