<ngay>,<sl>,<gia>
501,0,2.809999942779541
502,0,2.9200000762939453
503,0,2.9200000762939453
504,0,2.869999885559082
505,0,3.0799999237060547
506,0,3.140000104904175
507,0,3.3499999046325684
508,0,3.4100000858306885
509,100,3.619999885559082
510,200,3.7799999713897705
511,300,3.7300000190734863
512,400,3.950000047683716
513,500,4.159999847412109
514,600,4.380000114440918
515,700,4.650000095367432
516,800,4.869999885559082
517,900,5.139999866485596
518,1000,5.139999866485596
519,1100,5.300000190734863
520,1050,4.96999979019165
