<ngay>,<sl>,<gia>
20101023,0,5741.39990234375
20101024,0,5741.39990234375
20101025,0,5741.39990234375
20101026,100,5752.0
20101027,50,5707.2998046875
20101028,0,5646.0
20101029,0,5677.89990234375
20101030,100,5675.2001953125
20101031,100,5675.2001953125
20101101,100,5675.2001953125
20101102,200,5694.60009765625
20101103,300,5757.39990234375
20101104,400,5749.0
20101105,500,5862.7998046875
20101106,600,5875.39990234375
20101107,600,5875.39990234375
20101108,600,5875.39990234375
20101109,550,5850.0
20101110,500,5875.2001953125
20101111,450,5816.89990234375
