<ngay>,<sl>,<gia>
501,0,12.510000228881836
502,100,12.890000343322754
503,50,12.279999732971191
504,0,11.670000076293945
505,0,11.289999961853027
506,100,11.819999694824219
507,200,12.199999809265137
508,300,12.359999656677246
509,300,12.199999809265137
510,250,12.130000114440918
511,200,12.130000114440918
512,150,11.899999618530273
513,100,11.819999694824219
514,100,11.600000381469727
515,200,11.899999618530273
516,300,12.430000305175781
517,400,12.130000114440918
518,350,12.279999732971191
519,300,11.75
520,300,11.449999809265137
