<ngay>,<sl>,<gia>
20101023,0,3.4200000762939453
20101024,0,3.4200000762939453
20101025,0,3.4200000762939453
20101026,0,3.450000047683716
20101027,0,3.609999895095825
20101028,0,3.5399999618530273
20101029,0,3.5399999618530273
20101030,0,3.4700000286102295
20101031,0,3.4700000286102295
20101101,0,3.4700000286102295
20101102,0,3.450000047683716
20101103,0,3.450000047683716
20101104,0,3.4000000953674316
20101105,0,3.450000047683716
20101106,0,3.5399999618530273
20101107,0,3.5399999618530273
20101108,0,3.5399999618530273
20101109,0,3.5399999618530273
20101110,0,3.4200000762939453
20101111,0,3.3499999046325684
