<ngay>,<sl>,<gia>
20101023,100,2479.389892578125
20101024,100,2479.389892578125
20101025,100,2479.389892578125
20101026,200,2490.85009765625
20101027,300,2497.2900390625
20101028,400,2503.260009765625
20101029,500,2507.3701171875
20101030,600,2507.409912109375
20101031,600,2507.409912109375
20101101,600,2507.409912109375
20101102,550,2504.840087890625
20101103,650,2533.52001953125
20101104,750,2540.27001953125
20101105,850,2577.340087890625
20101106,950,2578.97998046875
20101107,950,2578.97998046875
20101108,950,2578.97998046875
20101109,1050,2580.050048828125
20101110,1000,2562.97998046875
20101111,950,2578.780029296875
