<ngay>,<sl>,<gia>
501,0,25.739999771118164
502,100,24.959999084472656
503,50,23.309999465942383
504,0,22.639999389648438
505,100,23.739999771118164
506,200,25.0
507,300,25.860000610351562
508,250,24.40999984741211
509,200,25.540000915527344
510,300,25.65999984741211
511,250,25.06999969482422
512,200,23.510000228881836
513,200,22.719999313354492
514,200,21.389999389648438
515,200,19.979999542236328
516,200,19.780000686645508
517,250,20.489999771118164
518,300,21.469999313354492
519,300,20.059999465942383
520,300,19.309999465942383
