<ngay>,<sl>,<gia>
20101023,0,4.400000095367432
20101024,0,4.400000095367432
20101025,0,4.400000095367432
20101026,0,4.5
20101027,0,4.5
20101028,0,4.5
20101029,0,4.599999904632568
20101030,0,4.699999809265137
20101031,0,4.699999809265137
20101101,0,4.699999809265137
20101102,0,4.699999809265137
20101103,0,4.800000190734863
20101104,0,4.900000095367432
20101105,0,5.099999904632568
20101106,100,5.300000190734863
20101107,100,5.300000190734863
20101108,100,5.300000190734863
20101109,200,5.400000095367432
20101110,200,5.199999809265137
20101111,200,5.199999809265137
