<ngay>,<sl>,<gia>
501,100,9.84000015258789
502,200,9.739999771118164
503,150,9.289999961853027
504,150,9.739999771118164
505,250,10.140000343322754
506,350,10.09000015258789
507,300,9.989999771118164
508,250,9.59000015258789
509,200,9.34000015258789
510,150,9.34000015258789
511,100,9.079999923706055
512,50,8.779999732971191
513,150,9.180000305175781
514,250,9.079999923706055
515,200,9.079999923706055
516,150,9.029999732971191
517,100,8.779999732971191
518,50,8.579999923706055
519,0,8.579999923706055
520,0,8.380000114440918
