<ngay>,<sl>,<gia>
20110510,100,1357.1600341796875
20110511,200,1342.0799560546875
20110512,150,1348.6500244140625
20110513,100,1337.77001953125
20110514,100,1337.77001953125
20110515,100,1337.77001953125
20110516,100,1329.469970703125
20110517,100,1328.97998046875
20110518,200,1340.6800537109375
20110519,300,1343.5999755859375
20110520,250,1333.27001953125
20110521,250,1333.27001953125
20110522,250,1333.27001953125
20110523,250,1317.3699951171875
20110524,250,1316.280029296875
20110525,300,1320.469970703125
20110526,350,1325.68994140625
20110527,450,1331.0999755859375
20110528,450,1331.0999755859375
20110529,450,1331.0999755859375
