<ngay>,<sl>,<gia>
20110510,100,3.0399999618530273
20110511,200,3.059999942779541
20110512,300,3.059999942779541
20110513,250,3.0399999618530273
20110514,250,3.0399999618530273
20110515,250,3.0399999618530273
20110516,200,3.009999990463257
20110517,100,2.9100000858306885
20110518,50,2.990000009536743
20110519,150,3.0399999618530273
20110520,50,2.9100000858306885
20110521,50,2.9100000858306885
20110522,50,2.9100000858306885
20110523,0,2.8399999141693115
20110524,0,2.7300000190734863
20110525,0,2.5999999046325684
20110526,0,2.7300000190734863
20110527,0,2.859999895095825
20110528,0,2.859999895095825
20110529,0,2.859999895095825
