<ngay>,<sl>,<gia>
20110510,0,12.550000190734863
20110511,0,12.279999732971191
20110512,0,12.210000038146973
20110513,0,12.210000038146973
20110514,0,12.210000038146973
20110515,0,12.210000038146973
20110516,0,11.8100004196167
20110517,0,11.479999542236328
20110518,0,11.680000305175781
20110519,0,11.609999656677246
20110520,0,11.40999984741211
20110521,0,11.40999984741211
20110522,0,11.40999984741211
20110523,0,10.75
20110524,0,10.079999923706055
20110525,0,9.569999694824219
20110526,0,10.220000267028809
20110527,0,10.369999885559082
20110528,0,10.369999885559082
20110529,0,10.369999885559082
