<ngay>,<sl>,<gia>
501,0,5.460000038146973
502,50,5.099999904632568
503,0,5.389999866485596
504,100,5.389999866485596
505,100,5.389999866485596
506,200,5.760000228881836
507,300,5.760000228881836
508,250,5.389999866485596
509,250,5.760000228881836
510,350,5.610000133514404
511,450,5.909999847412109
512,400,5.539999961853027
513,350,5.610000133514404
514,350,5.320000171661377
515,350,5.019999980926514
516,350,4.949999809265137
517,400,5.239999771118164
518,500,5.460000038146973
519,600,5.389999866485596
520,700,5.760000228881836
