<ngay>,<sl>,<gia>
20101023,100,7522.91015625
20101024,100,7522.91015625
20101025,100,7522.91015625
20101026,200,7546.3798828125
20101027,300,7530.7998046875
20101028,250,7480.8701171875
20101029,200,7504.85009765625
20101030,300,7513.35009765625
20101031,300,7513.35009765625
20101101,300,7513.35009765625
20101102,400,7509.2099609375
20101103,500,7582.14013671875
20101104,600,7608.41015625
20101105,700,7782.43017578125
20101106,800,7800.66015625
20101107,800,7800.66015625
20101108,800,7800.66015625
20101109,750,7782.2001953125
20101110,700,7702.31005859375
20101111,650,7747.4599609375
