<ngay>,<sl>,<gia>
20110510,0,39.43000030517578
20110511,0,39.619998931884766
20110512,0,38.15999984741211
20110513,0,36.29999923706055
20110514,0,36.29999923706055
20110515,0,36.29999923706055
20110516,0,34.540000915527344
20110517,0,32.869998931884766
20110518,0,31.40999984741211
20110519,0,31.989999771118164
20110520,0,31.309999465942383
20110521,0,31.309999465942383
20110522,0,31.309999465942383
20110523,0,29.739999771118164
20110524,0,28.280000686645508
20110525,0,26.90999984741211
20110526,0,28.18000030517578
20110527,0,29.549999237060547
20110528,0,29.549999237060547
20110529,0,29.549999237060547
