<ngay>,<sl>,<gia>
20101023,0,10.829999923706055
20101024,0,10.829999923706055
20101025,0,10.829999923706055
20101026,100,10.930000305175781
20101027,200,11.369999885559082
20101028,300,11.039999961853027
20101029,250,11.069999694824219
20101030,350,11.1899995803833
20101031,350,11.1899995803833
20101101,350,11.1899995803833
20101102,300,10.949999809265137
20101103,250,10.949999809265137
20101104,200,10.600000381469727
20101105,150,10.670000076293945
20101106,250,10.970000267028809
20101107,250,10.970000267028809
20101108,250,10.970000267028809
20101109,350,10.710000038146973
20101110,300,10.3100004196167
20101111,250,10.479999542236328
