<ngay>,<sl>,<gia>
20110510,0,5.449999809265137
20110511,0,5.170000076293945
20110512,0,5.170000076293945
20110513,0,5.119999885559082
20110514,0,5.119999885559082
20110515,0,5.119999885559082
20110516,0,5.150000095367432
20110517,0,4.789999961853027
20110518,0,4.610000133514404
20110519,0,4.610000133514404
20110520,0,4.610000133514404
20110521,0,4.610000133514404
20110522,0,4.610000133514404
20110523,0,4.260000228881836
20110524,0,4.079999923706055
20110525,0,3.8399999141693115
20110526,0,4.079999923706055
20110527,0,4.139999866485596
20110528,0,4.139999866485596
20110529,0,4.139999866485596
