<ngay>,<sl>,<gia>
20110510,0,5.800000190734863
20110511,0,5.800000190734863
20110512,0,5.909999847412109
20110513,0,6.130000114440918
20110514,0,6.130000114440918
20110515,0,6.130000114440918
20110516,0,6.340000152587891
20110517,0,6.400000095367432
20110518,0,6.340000152587891
20110519,0,6.340000152587891
20110520,0,6.289999961853027
20110521,0,6.289999961853027
20110522,0,6.289999961853027
20110523,0,6.179999828338623
20110524,0,6.070000171661377
20110525,0,5.800000190734863
20110526,0,6.070000171661377
20110527,0,5.860000133514404
20110528,0,5.860000133514404
20110529,0,5.860000133514404
