<ngay>,<sl>,<gia>
20101023,0,19.440000534057617
20101024,0,19.440000534057617
20101025,0,19.440000534057617
20101026,0,20.149999618530273
20101027,0,21.030000686645508
20101028,0,20.31999969482422
20101029,0,20.149999618530273
20101030,0,20.31999969482422
20101031,0,20.31999969482422
20101101,0,20.31999969482422
20101102,0,19.969999313354492
20101103,0,19.790000915527344
20101104,0,19.6200008392334
20101105,0,19.8799991607666
20101106,0,20.59000015258789
20101107,0,20.59000015258789
20101108,0,20.59000015258789
20101109,0,19.969999313354492
20101110,0,19.440000534057617
20101111,0,19.440000534057617
