<ngay>,<sl>,<gia>
20101023,0,14.260000228881836
20101024,0,14.260000228881836
20101025,0,14.260000228881836
20101026,0,14.399999618530273
20101027,0,14.399999618530273
20101028,0,14.399999618530273
20101029,0,14.399999618530273
20101030,0,14.670000076293945
20101031,0,14.670000076293945
20101101,0,14.670000076293945
20101102,0,14.670000076293945
20101103,0,14.670000076293945
20101104,0,14.670000076293945
20101105,0,15.140000343322754
20101106,0,15.279999732971191
20101107,0,15.279999732971191
20101108,0,15.279999732971191
20101109,0,15.279999732971191
20101110,0,15.550000190734863
20101111,0,15.279999732971191
