<ngay>,<sl>,<gia>
20110510,0,0.7799999713897705
20110511,0,0.7799999713897705
20110512,0,0.7799999713897705
20110513,0,0.7799999713897705
20110514,0,0.7799999713897705
20110515,0,0.7799999713897705
20110516,0,0.7699999809265137
20110517,0,0.7599999904632568
20110518,0,0.75
20110519,0,0.7400000095367432
20110520,0,0.7400000095367432
20110521,0,0.7400000095367432
20110522,0,0.7400000095367432
20110523,0,0.699999988079071
20110524,0,0.6600000262260437
20110525,0,0.6299999952316284
20110526,0,0.6800000071525574
20110527,0,0.6899999976158142
20110528,0,0.6899999976158142
20110529,0,0.6899999976158142
