<ngay>,<sl>,<gia>
501,0,12.130000114440918
502,0,11.619999885559082
503,0,11.069999694824219
504,0,10.5600004196167
505,0,10.609999656677246
506,0,10.609999656677246
507,0,11.020000457763672
508,0,11.369999885559082
509,0,11.640000343322754
510,0,11.710000038146973
511,0,11.829999923706055
512,0,11.260000228881836
513,0,11.0
514,0,11.510000228881836
515,0,12.029999732971191
516,0,12.40999984741211
517,0,12.670000076293945
518,0,12.670000076293945
519,0,12.670000076293945
520,0,12.670000076293945
