<ngay>,<sl>,<gia>
20110510,0,8.229999542236328
20110511,0,7.920000076293945
20110512,0,8.0
20110513,0,7.690000057220459
20110514,0,7.690000057220459
20110515,0,7.690000057220459
20110516,0,7.690000057220459
20110517,0,7.460000038146973
20110518,0,7.150000095367432
20110519,0,7.0
20110520,0,7.0
20110521,0,7.0
20110522,0,7.0
20110523,0,6.690000057220459
20110524,0,6.380000114440918
20110525,0,6.079999923706055
20110526,0,6.309999942779541
20110527,0,6.309999942779541
20110528,0,6.309999942779541
20110529,0,6.309999942779541
