<ngay>,<sl>,<gia>
501,100,5.929999828338623
502,150,5.760000228881836
503,150,5.760000228881836
504,150,5.760000228881836
505,150,5.699999809265137
506,150,5.650000095367432
507,250,5.869999885559082
508,350,5.869999885559082
509,450,5.980000019073486
510,550,5.980000019073486
511,500,5.869999885559082
512,500,5.699999809265137
513,500,5.699999809265137
514,500,5.590000152587891
515,500,5.699999809265137
516,550,5.699999809265137
517,550,5.590000152587891
518,550,5.650000095367432
519,600,5.699999809265137
520,650,5.760000228881836
