<ngay>,<sl>,<gia>
20101023,0,7.539999961853027
20101024,0,7.539999961853027
20101025,0,7.539999961853027
20101026,0,7.599999904632568
20101027,0,7.619999885559082
20101028,0,7.559999942779541
20101029,0,7.559999942779541
20101030,0,7.579999923706055
20101031,0,7.579999923706055
20101101,0,7.579999923706055
20101102,0,7.579999923706055
20101103,0,7.579999923706055
20101104,0,7.619999885559082
20101105,0,7.579999923706055
20101106,0,7.690000057220459
20101107,0,7.690000057220459
20101108,0,7.690000057220459
20101109,0,7.639999866485596
20101110,0,7.519999980926514
20101111,0,7.519999980926514
