<ngay>,<sl>,<gia>
20110510,0,3.6600000858306885
20110511,0,3.5999999046325684
20110512,0,3.5399999618530273
20110513,0,3.5999999046325684
20110514,0,3.5999999046325684
20110515,0,3.5999999046325684
20110516,0,3.5399999618530273
20110517,0,3.4800000190734863
20110518,0,3.4800000190734863
20110519,0,3.4800000190734863
20110520,0,3.4200000762939453
20110521,0,3.4200000762939453
20110522,0,3.4200000762939453
20110523,0,3.299999952316284
20110524,0,3.190000057220459
20110525,0,3.069999933242798
20110526,0,3.190000057220459
20110527,0,3.25
20110528,0,3.25
20110529,0,3.25
