<ngay>,<sl>,<gia>
20110510,100,9023.2802734375
20110511,200,9020.400390625
20110512,300,9033.6796875
20110513,250,9006.6103515625
20110514,250,9006.6103515625
20110515,250,9006.6103515625
20110516,200,8911.7099609375
20110517,150,8884.08984375
20110518,250,8944.83984375
20110519,350,8892.8798828125
20110520,350,8837.0302734375
20110521,350,8837.0302734375
20110522,350,8837.0302734375
20110523,350,8747.509765625
20110524,350,8756.6103515625
20110525,350,8727.08984375
20110526,400,8788.400390625
20110527,450,8810.0
20110528,450,8810.0
20110529,450,8810.0
