<ngay>,<sl>,<gia>
20101023,100,16.389999389648438
20101024,100,16.389999389648438
20101025,100,16.389999389648438
20101026,200,17.139999389648438
20101027,300,17.389999389648438
20101028,250,16.889999389648438
20101029,200,16.770000457763672
20101030,150,16.770000457763672
20101031,150,16.770000457763672
20101101,150,16.770000457763672
20101102,150,16.770000457763672
20101103,150,16.770000457763672
20101104,250,16.889999389648438
20101105,350,17.260000228881836
20101106,450,17.760000228881836
20101107,450,17.760000228881836
20101108,450,17.760000228881836
20101109,550,18.6299991607666
20101110,650,18.5
20101111,600,18.3799991607666
