<ngay>,<sl>,<gia>
20101023,100,8.390000343322754
20101024,100,8.390000343322754
20101025,100,8.390000343322754
20101026,100,8.390000343322754
20101027,200,8.479999542236328
20101028,300,8.479999542236328
20101029,250,8.289999961853027
20101030,200,8.390000343322754
20101031,200,8.390000343322754
20101101,200,8.390000343322754
20101102,300,8.390000343322754
20101103,250,8.270000457763672
20101104,200,8.270000457763672
20101105,300,8.40999984741211
20101106,400,8.510000228881836
20101107,400,8.510000228881836
20101108,400,8.510000228881836
20101109,500,8.460000038146973
20101110,450,8.289999961853027
20101111,400,8.359999656677246
