<ngay>,<sl>,<gia>
20101023,0,7.619999885559082
20101024,0,7.619999885559082
20101025,0,7.619999885559082
20101026,0,7.980000019073486
20101027,0,8.329999923706055
20101028,0,8.050000190734863
20101029,0,7.909999847412109
20101030,0,7.829999923706055
20101031,0,7.829999923706055
20101101,0,7.829999923706055
20101102,0,7.760000228881836
20101103,0,7.690000057220459
20101104,0,7.480000019073486
20101105,0,7.409999847412109
20101106,0,7.480000019073486
20101107,0,7.480000019073486
20101108,0,7.480000019073486
20101109,0,7.260000228881836
20101110,0,7.119999885559082
20101111,0,7.119999885559082
