<ngay>,<sl>,<gia>
501,0,8.850000381469727
502,50,8.850000381469727
503,50,8.850000381469727
504,50,8.850000381469727
505,100,9.170000076293945
506,150,9.170000076293945
507,250,9.479999542236328
508,350,9.329999923706055
509,300,9.399999618530273
510,400,9.399999618530273
511,500,9.720000267028809
512,600,9.720000267028809
513,550,9.399999618530273
514,650,9.880000114440918
515,750,10.119999885559082
516,850,10.270000457763672
517,800,9.640000343322754
518,750,9.720000267028809
519,850,9.800000190734863
520,950,10.270000457763672
