<ngay>,<sl>,<gia>
20101023,0,10.90999984741211
20101024,0,10.90999984741211
20101025,0,10.90999984741211
20101026,0,10.90999984741211
20101027,0,11.399999618530273
20101028,0,11.260000228881836
20101029,0,11.119999885559082
20101030,0,11.050000190734863
20101031,0,11.050000190734863
20101101,0,11.050000190734863
20101102,0,10.979999542236328
20101103,0,10.770000457763672
20101104,0,10.630000114440918
20101105,0,10.770000457763672
20101106,0,10.979999542236328
20101107,0,10.979999542236328
20101108,0,10.979999542236328
20101109,0,10.84000015258789
20101110,0,10.770000457763672
20101111,0,10.699999809265137
