<ngay>,<sl>,<gia>
20110510,100,6526.2001953125
20110511,200,6562.7998046875
20110512,300,6562.60009765625
20110513,400,6563.2998046875
20110514,400,6563.2998046875
20110515,400,6563.2998046875
20110516,500,6564.10009765625
20110517,450,6496.60009765625
20110518,400,6535.2001953125
20110519,500,6558.0
20110520,450,6530.60009765625
20110521,450,6530.60009765625
20110522,450,6530.60009765625
20110523,350,6437.7998046875
20110524,250,6454.2998046875
20110525,250,6464.5
20110526,350,6469.2001953125
20110527,450,6489.2998046875
20110528,450,6489.2998046875
20110529,450,6489.2998046875
