<ngay>,<sl>,<gia>
20101023,0,10.399999618530273
20101024,0,10.399999618530273
20101025,0,10.399999618530273
20101026,0,10.600000381469727
20101027,0,11.100000381469727
20101028,0,10.699999809265137
20101029,0,10.5
20101030,0,10.399999618530273
20101031,0,10.399999618530273
20101101,0,10.399999618530273
20101102,0,10.199999809265137
20101103,0,10.0
20101104,0,9.800000190734863
20101105,0,9.800000190734863
20101106,0,10.399999618530273
20101107,0,10.399999618530273
20101108,0,10.399999618530273
20101109,0,10.0
20101110,0,9.399999618530273
20101111,0,9.5
